cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
RA,E,MountainBike_1920x1080_30fps_8bit.y4m,v6.0.0,-17.0015,-22.9601,-23.0383,-17.5436,-16.2109,-17.2571,-23.0095,-22.2762,-16.1188,-20.379,-17.0263,-22.5789,-22.7329,-17.4515
RA,E,MountainBike_1920x1080_30fps_8bit.y4m,v7.0.0,-17.7244,-33.045,-31.8631,-19.109,-16.8664,-17.9391,-24.0171,-23.3127,-17.3341,-24.0472,-17.7217,-32.5176,-31.6438,-18.583
RA,E,MountainBike_1920x1080_30fps_8bit.y4m,v8.0.0,-18.3387,-33.9051,-33.052,-19.7634,-17.4866,-18.5734,-24.5391,-23.8448,-17.9855,-24.6943,-18.3674,-33.3818,-32.8315,-19.2371
RA,E,MountainBike_1920x1080_30fps_8bit.y4m,v9.0.0,-20.2384,-34.2498,-33.5281,-21.5165,-20.0427,-20.9276,-27.606,-26.8249,-20.1345,-26.1637,-20.4378,-33.8024,-33.4547,-21.2575
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,libaom-v3.12.0-constrained,-0.9492,2.8311,-13.8112,-1.2356,-11.2023,-8.9213,-2.8571,-2.7467,-2.505,-0.366,-3.5457,-0.1439,-14.2767,-3.452
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,libaom-v3.12.0-unconstrained,-14.5737,-7.914,-10.8675,-14.0881,-21.1831,-15.4319,-21.824,-21.4531,-16.031,-11.4567,-19.2409,-11.634,-12.9415,-18.53
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v2.0.0,-4.3128,-7.3588,-9.3273,-4.7849,-1.6963,-2.1721,-5.1902,-5.1428,-3.3121,-3.48,-4.7053,-7.5567,-8.9019,-5.0542
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v3.0.0,-12.5234,-10.8122,-12.506,-12.4967,-6.8949,-6.8745,-13.986,-13.8252,-9.7835,-8.7003,-13.118,-11.0952,-12.1321,-13.0085
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v4.0.0,-18.4906,-20.8451,-26.4581,-19.1025,-10.7338,-10.6173,-24.5924,-23.0951,-15.6248,-18.7755,-19.2032,-21.1755,-26.1476,-19.6448
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v5.0.0,-19.7935,-23.2125,-29.878,-20.6121,-11.5092,-11.4188,-25.0589,-24.0641,-16.8483,-21.2948,-20.5431,-23.6611,-29.4729,-21.1589
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v6.0.0,-22.1039,-26.6136,-36.4332,-23.2153,-12.9679,-12.884,-27.3349,-26.398,-18.9872,-24.0497,-22.8352,-27.0725,-35.9094,-23.6677
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v7.0.0,-23.2776,-30.1954,-41.1393,-24.7251,-13.6434,-13.4852,-28.7261,-27.8125,-20.2037,-25.5215,-24.0267,-30.7173,-40.6953,-25.1647
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v8.0.0,-23.7542,-29.5676,-42.6068,-25.218,-13.7899,-13.8227,-29.0285,-28.0625,-20.4961,-25.8398,-24.5283,-30.0464,-42.1015,-25.6166
RA,E,Noise_AnimationCrayon_1920x1080_2398fps.y4m,v9.0.0,-25.7536,-31.4625,-44.4973,-27.1852,-16.7388,-16.2641,-29.999,-29.2795,-22.7596,-27.6529,-26.5752,-32.1863,-44.1686,-27.6399
RA,E,Noise_Animation_1280x720_2398fps.y4m,libaom-v3.12.0-constrained,-9.212,-19.5124,-12.2846,-10.5318,-9.5926,-8.5749,-6.659,-9.204,-8.1689,-13.111,-10.104,-19.907,-12.4709,-10.4815
RA,E,Noise_Animation_1280x720_2398fps.y4m,libaom-v3.12.0-unconstrained,-19.9514,-17.6486,-20.1704,-20.2632,-18.6288,-17.4373,-14.5253,-16.1448,-18.6418,-19.6451,-20.5557,-17.7086,-20.9259,-19.7071
RA,E,Noise_Animation_1280x720_2398fps.y4m,v2.0.0,-5.4551,-10.3094,-5.2497,-5.9426,-4.0947,-4.8578,-8.5835,-8.1537,-5.2397,-6.1232,-6.0281,-10.6046,-5.0888,-6.0405
RA,E,Noise_Animation_1280x720_2398fps.y4m,v3.0.0,-9.9126,-9.6802,-7.1505,-9.7186,-8.0357,-8.7631,-14.8887,-14.3739,-9.0765,-9.4245,-10.69,-9.71,-7.3742,-10.1973
RA,E,Noise_Animation_1280x720_2398fps.y4m,v4.0.0,-18.4344,-22.6635,-19.4122,-19.0553,-16.8367,-16.8277,-23.9001,-23.265,-17.7498,-18.2054,-19.6161,-23.3096,-19.127,-19.565
RA,E,Noise_Animation_1280x720_2398fps.y4m,v5.0.0,-22.535,-26.9587,-21.7835,-22.8568,-20.925,-20.3885,-28.7175,-28.0454,-21.646,-21.7187,-23.5675,-27.4465,-21.407,-23.3143
RA,E,Noise_Animation_1280x720_2398fps.y4m,v6.0.0,-28.8009,-36.8072,-29.0632,-29.3338,-27.2978,-26.7771,-35.2353,-34.4911,-27.899,-30.5571,-29.6906,-37.2163,-28.9429,-29.734
RA,E,Noise_Animation_1280x720_2398fps.y4m,v7.0.0,-30.5528,-40.6001,-31.2271,-31.3154,-29.4342,-28.5329,-37.5054,-36.7262,-29.8467,-32.4983,-31.5022,-40.9861,-31.1922,-31.5919
RA,E,Noise_Animation_1280x720_2398fps.y4m,v8.0.0,-30.5801,-40.3282,-31.4236,-31.3355,-29.2531,-29.0564,-37.414,-36.9386,-30.0109,-32.7616,-31.5206,-40.654,-31.3461,-31.6493
RA,E,Noise_Animation_1280x720_2398fps.y4m,v9.0.0,-32.1995,-37.9841,-32.9935,-32.5966,-31.2321,-30.4229,-37.6681,-37.2258,-31.7868,-32.8818,-33.1487,-38.3818,-33.4455,-33.1196
RA,E,Noise_Ocean_1920x1080_60fps.y4m,libaom-v3.12.0-constrained,-9.0643,-23.9943,-19.9763,-10.7686,-13.6674,-11.6393,-25.497,-25.4328,-12.7748,-12.0628,-16.5643,-27.0485,-23.4445,-16.5798
RA,E,Noise_Ocean_1920x1080_60fps.y4m,libaom-v3.12.0-unconstrained,-18.5099,-35.2457,-22.5552,-22.0214,-28.7718,-22.4147,-45.9254,-45.9545,-26.17,-21.8077,-32.0132,-36.8753,-24.3867,-31.5849
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v2.0.0,0.4764,-9.605,-14.8298,-3.5251,0.9151,1.1206,-5.2811,-4.9479,0.1127,-5.411,-0.1344,-8.7952,-14.1106,-0.9706
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v3.0.0,-6.7113,-20.4962,-19.6059,-10.6987,-4.4359,-3.3119,-9.362,-9.571,-6.6138,-14.1726,-7.2312,-19.5955,-19.3204,-8.3549
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v4.0.0,-11.7312,-32.074,-32.0135,-18.0286,-8.9236,-7.6091,-13.9001,-14.3733,-11.7649,-22.3156,-12.3664,-31.5204,-32.1456,-13.7097
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v5.0.0,-14.01,-32.8164,-30.3487,-19.3297,-10.1937,-9.0704,-12.6087,-13.3608,-13.3255,-23.7912,-14.6922,-32.2739,-30.3277,-15.9055
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v6.0.0,-16.5588,-40.6248,-37.6553,-23.189,-12.2162,-10.3557,-16.4637,-17.293,-15.5852,-27.6847,-17.1857,-40.6733,-37.9992,-18.4329
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v7.0.0,-16.6559,-44.217,-30.3111,-22.8291,-12.3858,-10.2279,-16.9631,-17.7032,-15.7272,-28.6383,-17.1365,-44.3799,-31.1973,-18.3493
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v8.0.0,-17.0595,-41.0682,-31.9996,-22.6803,-12.541,-10.6187,-16.6362,-17.5151,-15.8384,-25.9748,-17.6029,-40.9966,-32.8208,-18.6493
RA,E,Noise_Ocean_1920x1080_60fps.y4m,v9.0.0,-19.2324,-43.1126,-38.7863,-25.7878,-16.5685,-13.5728,-19.5939,-20.4743,-19.5939,-28.708,-20.5382,-43.3363,-39.2646,-21.7084
RA,E,Noise_Soccer_1920x1080_50fps.y4m,libaom-v3.12.0-constrained,-2.6727,-12.3377,1.9576,-2.8375,-4.8148,-5.2895,-5.9726,-5.5172,-4.1615,-3.9608,-3.6197,-13.1186,1.3577,-3.7047
RA,E,Noise_Soccer_1920x1080_50fps.y4m,libaom-v3.12.0-unconstrained,-8.2893,37.8618,-3.1227,-6.1604,9.1455,3.2604,-24.5769,-24.3681,-7.9633,-3.1619,-15.841,36.6279,-7.6701,-15.3412
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v2.0.0,0.0542,-8.005,3.5959,-0.2423,3.6612,1.1609,-1.86,-1.8292,0.6294,-1.3061,-0.9239,-7.8932,3.4801,-1.024
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v3.0.0,-2.2053,-11.1221,-0.7936,-2.7156,0.8928,-0.5867,-11.4452,-9.6589,-2.7472,-3.022,-3.2642,-11.0066,-1.0715,-3.3967
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v4.0.0,-5.9206,-25.3165,-7.8846,-7.4526,-4.083,-4.1389,-20.9143,-18.4455,-7.1628,-7.5258,-6.9711,-25.3693,-8.2353,-7.3532
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v5.0.0,-7.3007,-29.352,-9.8973,-9.094,-6.3683,-5.524,-24.3949,-21.9399,-9.4345,-9.2257,-8.377,-29.3574,-10.1069,-8.805
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v6.0.0,-7.1749,-33.4334,-10.5336,-9.3486,-9.514,-6.9552,-23.8751,-22.0435,-11.2599,-9.1599,-8.3787,-33.4722,-10.6333,-8.8892
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v7.0.0,-8.0222,-36.3561,-10.5283,-10.2783,-10.8154,-7.9505,-26.6345,-24.7202,-12.2592,-9.8316,-9.1878,-36.4182,-10.6049,-9.6967
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v8.0.0,-9.5046,-37.3291,-11.4451,-11.6617,-12.9643,-9.8517,-27.4827,-25.8237,-14.0386,-11.5727,-10.7643,-37.3381,-11.5804,-11.2507
RA,E,Noise_Soccer_1920x1080_50fps.y4m,v9.0.0,-10.9071,-36.7912,-10.0599,-12.6926,-14.0044,-10.8803,-29.939,-27.7311,-15.6876,-12.4769,-12.1746,-36.8898,-10.5032,-12.5738
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,libaom-v3.12.0-constrained,1.9732,-3.1982,-1.5473,1.4677,-0.4848,-1.1224,0.1021,-0.0302,0.4853,-0.8179,-0.9911,-4.2768,-2.7379,-1.3818
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,libaom-v3.12.0-unconstrained,-5.0135,4.0298,4.3951,-3.9192,12.3319,4.1956,-7.3551,-7.5857,-4.5084,1.7177,-11.115,1.0852,1.7155,-8.9475
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v2.0.0,-1.2396,-0.6495,-1.4844,-1.2196,1.1847,-0.4561,-1.8466,-1.7578,-0.972,-0.7523,-1.7183,-0.9035,-1.6672,-1.641
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v3.0.0,-9.2233,-6.9035,-8.7238,-9.0538,-7.9989,-9.3217,-12.6029,-12.0799,-9.0265,-8.1874,-9.6197,-7.3722,-9.0399,-9.3828
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v4.0.0,-18.6283,-21.7697,-21.7648,-19.0188,-17.2896,-18.8719,-21.9831,-21.3732,-18.5242,-19.7291,-18.6877,-22.4927,-22.3798,-19.3563
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v5.0.0,-20.882,-23.7175,-24.2465,-21.2738,-19.1875,-21.3058,-23.8658,-23.2395,-20.5999,-21.9198,-20.6377,-24.2784,-24.671,-21.33
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v6.0.0,-25.0713,-28.633,-30.1574,-25.6141,-26.0907,-26.3634,-27.4037,-26.8293,-24.7445,-27.5345,-24.1127,-28.9968,-30.2469,-25.0913
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v7.0.0,-25.7903,-30.4602,-31.4984,-26.439,-26.8173,-27.1417,-28.5011,-27.8004,-25.5706,-28.815,-24.8629,-30.908,-31.8475,-26.0082
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v8.0.0,-26.2097,-30.7539,-31.9688,-26.854,-26.8776,-27.489,-28.6011,-28.0213,-25.9845,-29.1181,-25.4308,-31.2484,-32.2965,-26.5447
RA,E,Shaky_Baseball_3840x2160_5994fps.y4m,v9.0.0,-29.0833,-30.8308,-31.8833,-29.3677,-28.938,-29.7251,-31.0165,-30.4283,-28.3666,-30.4937,-28.129,-31.5255,-32.4176,-28.8133
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,libaom-v3.12.0-constrained,3.8083,-4.199,-3.7852,2.7506,0.9309,-0.069,0.1047,0.4875,2.6336,-1.9684,4.4829,-1.8795,-1.2231,3.4078
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,libaom-v3.12.0-unconstrained,-8.9242,-8.2265,-8.9791,-8.8812,-7.9663,-7.6302,-8.2786,-8.4107,-8.5197,-8.6525,-10.6849,-11.2725,-11.8525,-10.7497
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v2.0.0,-2.5841,-7.4803,-3.1948,-3.0389,-3.0865,-3.3846,-6.5997,-6.4197,-3.3051,-5.5528,-3.3733,-6.3626,-3.6464,-3.8354
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v3.0.0,-6.9017,-17.3221,-11.3981,-8.0857,-8.83,-9.7724,-7.2155,-7.794,-8.5481,-13.0544,-8.5066,-15.8577,-12.1684,-9.8843
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v4.0.0,-9.6579,-17.8625,-14.2875,-10.6382,-11.0981,-12.5336,-9.5927,-10.1595,-10.855,-14.7708,-11.352,-17.4439,-15.8682,-12.5396
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v5.0.0,-15.5973,-26.5775,-20.6813,-16.9157,-14.0793,-15.6919,-10.6642,-11.3821,-16.9942,-22.1454,-16.4341,-25.592,-21.0467,-18.12
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v6.0.0,-21.3182,-38.4084,-33.577,-23.9314,-18.6756,-20.2924,-15.1688,-15.8677,-23.6645,-32.8741,-22.0721,-35.9222,-33.7615,-25.0823
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v7.0.0,-21.4299,-39.0151,-33.8223,-24.1419,-18.744,-20.4617,-16.2779,-16.8724,-24.0001,-32.8951,-22.2769,-37.0669,-34.9392,-25.4876
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v8.0.0,-21.7364,-39.316,-33.8668,-24.4386,-18.821,-20.7785,-14.0054,-14.8935,-24.2857,-32.9049,-22.5564,-38.1155,-35.6064,-25.8709
RA,E,Shaky_Fireworks_3840x2160_2997fps.y4m,v9.0.0,-24.7637,-41.3845,-34.8939,-27.1476,-21.8583,-23.743,-17.9897,-18.8197,-27.014,-35.0972,-25.6823,-40.0186,-36.8216,-28.6508
RA,E,Shaky_Quad_1920x1080_30fps.y4m,libaom-v3.12.0-constrained,-0.1793,-7.9461,-15.3515,-1.0004,-1.6108,-1.7189,0.1915,1.8724,0.8173,-3.0332,0.6482,-7.1256,-15.7713,0.5171
RA,E,Shaky_Quad_1920x1080_30fps.y4m,libaom-v3.12.0-unconstrained,-6.8396,-1.4397,-1.2535,-6.409,-11.3592,-10.3985,-15.1501,-14.479,-8.36,-6.421,-10.1278,-3.1304,-3.6764,-10.0418
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v2.0.0,-2.8176,-13.3591,-30.0183,-4.3323,-3.0574,-3.0183,-5.9996,-5.4172,-3.095,-4.9767,-3.0046,-11.8746,-28.6665,-3.2137
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v3.0.0,-5.9902,-26.1244,-31.8755,-7.8143,-6.2796,-6.2196,-11.6027,-10.9046,-6.3311,-9.2009,-6.1953,-25.3039,-30.4493,-6.4558
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v4.0.0,-7.7722,-32.667,-37.4523,-10.0018,-9.8624,-9.3949,-18.0916,-16.8985,-8.8429,-12.9834,-8.0285,-31.7222,-36.2318,-8.3811
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v5.0.0,-8.8875,-36.5937,-42.1734,-11.4311,-11.1703,-10.7932,-17.9406,-16.9498,-9.9668,-14.8945,-9.1429,-35.8454,-41.1659,-9.5513
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v6.0.0,-9.2616,-48.3398,-50.5998,-12.7902,-11.6873,-11.2919,-19.1981,-18.1667,-10.4647,-17.6614,-9.4826,-48.5318,-49.9986,-9.9911
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v7.0.0,-10.318,-60.771,-56.1523,-14.8948,-12.6263,-12.2699,-20.5046,-19.4014,-11.714,-21.2112,-10.5744,-61.0337,-55.7467,-11.2802
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v8.0.0,-10.1764,-60.8253,-56.8594,-14.8128,-12.8907,-12.4326,-20.9844,-19.8778,-11.9083,-21.1985,-10.4415,-61.0247,-56.476,-11.158
RA,E,Shaky_Quad_1920x1080_30fps.y4m,v9.0.0,-11.6804,-60.5064,-59.1722,-16.3042,-14.2395,-13.7026,-22.2668,-21.1265,-13.3586,-22.471,-12.1107,-60.8585,-58.9417,-12.8305
RA,E,Shaky_Walk_1920x1080_25fps.y4m,libaom-v3.12.0-constrained,-0.2551,-8.0683,-6.9612,-0.8732,-1.2361,-1.8513,6.8438,5.6053,0.4495,-2.5388,-0.1683,-7.6434,-6.7348,-0.2835
RA,E,Shaky_Walk_1920x1080_25fps.y4m,libaom-v3.12.0-unconstrained,-9.2965,-2.9936,-2.5983,-8.7331,-12.6555,-12.1858,-14.3226,-14.517,-10.385,-9.7668,-13.4751,-5.7667,-5.0813,-13.3518
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v2.0.0,-2.9129,1.6175,4.5912,-2.3658,-2.3008,-2.4848,-4.6582,-4.9041,-2.4442,-1.8727,-2.9687,3.2362,6.271,-2.8378
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v3.0.0,-7.1603,-5.1843,8.4266,-6.4258,-6.3229,-6.3894,-11.117,-11.0522,-6.6388,-5.4179,-7.2357,-3.9374,10.2967,-7.0951
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v4.0.0,-12.9166,-16.6686,-5.638,-12.8094,-12.3306,-12.4349,-19.5689,-18.9905,-12.3964,-13.1524,-13.0651,-15.5766,-3.99,-13.0619
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v5.0.0,-13.9762,-16.4551,-8.1051,-13.871,-13.2058,-13.3615,-20.5245,-19.9237,-13.4097,-14.0334,-14.1124,-15.2642,-6.6484,-14.1169
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v6.0.0,-15.2134,-24.6417,-18.2306,-15.8221,-15.2012,-15.2249,-22.7324,-22.071,-14.9227,-17.6691,-15.271,-23.7311,-17.2442,-15.414
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v7.0.0,-16.1206,-45.1475,-43.817,-19.2205,-15.9855,-16.0024,-24.0168,-23.337,-16.4294,-23.9584,-16.1808,-44.4484,-43.1911,-16.8279
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v8.0.0,-16.6673,-44.7121,-44.0054,-19.6807,-16.4827,-16.5176,-24.5197,-23.8397,-16.9008,-24.1745,-16.7426,-43.9817,-43.3926,-17.3648
RA,E,Shaky_Walk_1920x1080_25fps.y4m,v9.0.0,-18.802,-43.0265,-41.9566,-21.3562,-18.9435,-18.7983,-27.5424,-26.8098,-19.2135,-25.6653,-19.0462,-42.5439,-41.3551,-19.6047
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,libaom-v3.12.0-constrained,1.8707,-3.3555,-4.7225,1.2292,-1.4523,-1.6294,1.7326,1.53,1.2777,-2.9899,2.4775,-3.5509,-4.8514,1.5774
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,libaom-v3.12.0-unconstrained,-6.743,-4.1915,-3.8001,-6.466,-7.5326,-7.3334,-8.5291,-8.8353,-6.8991,-5.8225,-8.216,-5.425,-5.0324,-7.8192
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v2.0.0,-2.6509,-2.2547,-1.7608,-2.5856,-2.5751,-2.695,-2.9955,-2.9685,-2.3856,-2.3461,-2.5258,-2.2277,-1.8087,-2.4622
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v3.0.0,-7.7194,-6.5959,-5.1083,-7.5312,-7.7481,-8.032,-9.5142,-9.2999,-7.3531,-6.6354,-7.6026,-6.6444,-5.1308,-7.4086
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v4.0.0,-11.6269,-14.3287,-12.0593,-11.7852,-11.7908,-12.2481,-14.3607,-14.0554,-11.2474,-12.3384,-11.3469,-14.4617,-12.0588,-11.5998
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v5.0.0,-13.1509,-14.9371,-14.0985,-13.2892,-13.5711,-14.1226,-15.9176,-15.6629,-12.7879,-13.8262,-12.8827,-15.053,-14.125,-13.1088
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v6.0.0,-14.3374,-17.4674,-16.3563,-14.5996,-14.7488,-15.3755,-18.1239,-17.8119,-14.0106,-16.0902,-13.9957,-17.5717,-16.3666,-14.3741
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v7.0.0,-15.3481,-20.1468,-19.9734,-15.8439,-15.6955,-16.2936,-19.3219,-18.9695,-15.1875,-18.3878,-15.0186,-20.2855,-19.9773,-15.6348
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v8.0.0,-15.9186,-20.3226,-19.9274,-16.3562,-16.14,-16.7301,-20.0734,-19.5688,-15.6309,-18.6295,-15.6297,-20.4623,-19.8822,-16.1662
RA,E,Vertical_Carnaby_1080x1920_5994.y4m,v9.0.0,-18.0984,-21.4164,-20.5259,-18.3947,-18.2844,-18.8595,-22.0338,-21.569,-17.7516,-19.8343,-17.7712,-21.6511,-20.6276,-18.1732
RA,E,WalkingInStreet_1920x1080_30fps.y4m,libaom-v3.12.0-constrained,-0.9556,-5.7654,-8.3072,-1.4228,-2.3103,-3.5167,-5.8881,-4.3984,0.1293,-3.8073,-1.6387,-6.1146,-9.608,-2.0485
RA,E,WalkingInStreet_1920x1080_30fps.y4m,libaom-v3.12.0-unconstrained,-10.9653,0.5736,7.5708,-9.8139,-10.0163,-9.7105,-20.9664,-20.902,-11.9626,-6.1354,-14.4444,-2.821,5.3616,-13.3285
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v2.0.0,-1.9024,-4.7392,-14.5154,-2.4677,-1.0027,-1.4375,-3.2486,-3.2071,-1.6512,-3.8543,-2.1056,-4.9524,-14.733,-2.4891
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v3.0.0,-7.5979,-10.6673,-14.5206,-7.9869,-6.328,-6.7177,-13.2096,-12.3895,-6.6211,-9.0635,-7.8926,-11.1443,-14.6865,-8.2591
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v4.0.0,-12.5071,-17.1592,-25.4076,-13.1918,-11.4211,-11.9381,-19.7285,-18.6424,-11.1874,-15.8347,-12.8601,-17.6986,-25.7525,-13.4471
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v5.0.0,-14.0252,-21.6938,-28.7078,-14.9487,-12.8828,-13.4596,-21.2573,-20.1716,-12.6431,-18.1526,-14.3715,-22.3061,-29.0259,-15.1995
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v6.0.0,-14.8069,-24.8567,-33.1922,-16.0069,-13.7826,-14.1871,-22.217,-21.166,-13.3552,-20.1728,-15.098,-25.5277,-33.5482,-16.1501
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v7.0.0,-15.3907,-24.8116,-35.212,-16.6108,-14.4442,-14.7884,-23.2276,-22.1311,-14.0033,-20.7333,-15.7009,-25.4362,-35.6516,-16.7377
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v8.0.0,-16.2213,-25.7279,-36.7765,-17.4692,-15.3579,-15.6255,-24.1864,-23.0771,-14.7346,-21.6485,-16.5671,-26.3049,-37.2313,-17.6024
RA,E,WalkingInStreet_1920x1080_30fps.y4m,v9.0.0,-18.2279,-25.9084,-36.4741,-19.2849,-17.6285,-17.5124,-26.2867,-25.2347,-16.9428,-22.5161,-18.6493,-26.7416,-37.0398,-19.5421
RA,E,WorldCup_far_1920x1080_30p.y4m,libaom-v3.12.0-constrained,1.4305,-4.9526,-4.9048,0.7544,0.7972,2.1618,-2.6457,-1.0908,-0.1293,-0.6252,1.0317,-5.6754,-5.5263,0.1554
RA,E,WorldCup_far_1920x1080_30p.y4m,libaom-v3.12.0-unconstrained,-6.4316,-2.944,-0.9218,-5.9695,-11.2655,-8.5732,-12.986,-11.9517,-8.5148,-6.2329,-7.4959,-4.117,-2.0207,-6.8946
RA,E,WorldCup_far_1920x1080_30p.y4m,v2.0.0,-2.9852,-4.0962,-4.0187,-3.0988,-2.8009,-2.9709,-3.0728,-3.0527,-2.9048,-4.0967,-3.0544,-4.1968,-4.0353,-3.1745
RA,E,WorldCup_far_1920x1080_30p.y4m,v3.0.0,-8.8379,-8.804,-6.8353,-8.7311,-7.4701,-8.0167,-12.5135,-11.2291,-7.8919,-9.2281,-8.9291,-8.9359,-6.8158,-8.838
RA,E,WorldCup_far_1920x1080_30p.y4m,v4.0.0,-15.4165,-17.3348,-15.5391,-15.5256,-13.8093,-14.4545,-18.7257,-17.4863,-13.9671,-16.7758,-15.5387,-17.5764,-15.5818,-15.7171
RA,E,WorldCup_far_1920x1080_30p.y4m,v5.0.0,-17.7513,-20.0659,-18.5011,-17.9136,-15.8345,-16.6938,-20.4862,-19.433,-16.1874,-19.486,-17.8802,-20.3112,-18.5266,-18.134
RA,E,WorldCup_far_1920x1080_30p.y4m,v6.0.0,-18.9983,-22.3866,-19.8738,-19.2252,-16.6946,-17.7006,-22.1001,-21.001,-17.3359,-21.3231,-19.1547,-22.6535,-19.9388,-19.5052
RA,E,WorldCup_far_1920x1080_30p.y4m,v7.0.0,-19.6592,-22.7498,-20.7508,-19.8825,-17.346,-18.3775,-22.7658,-21.591,-17.9568,-21.9757,-19.8244,-23.0229,-20.7992,-20.1554
RA,E,WorldCup_far_1920x1080_30p.y4m,v8.0.0,-20.8745,-23.8281,-21.6121,-21.0709,-18.3567,-19.5587,-23.2838,-22.3609,-19.0317,-23.2205,-21.0537,-24.1083,-21.6739,-21.3475
RA,E,WorldCup_far_1920x1080_30p.y4m,v9.0.0,-21.9625,-23.4012,-21.8689,-22.0349,-19.5106,-20.3716,-24.9591,-23.7957,-20.3895,-23.2369,-22.1926,-23.7208,-22.0017,-22.3211
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,libaom-v3.12.0-constrained,-5.3989,0.2409,7.3115,-4.7419,-7.4442,-6.3031,-5.1601,-5.5081,-6.9884,-3.3899,-5.8488,0.0179,7.1414,-5.5217
RA,G1,MeridianRoad_3840x2160_5994_hdr10.y4m,libaom-v3.12.0-unconstrained,-7.674,-4.6001,-12.0906,-7.7349,-0.6289,-7.8518,-9.7359,-9.9808,-9.6116,-7.1392,-8.0651,-4.6887,-12.1583,-7.9422
